Product ID,Product Name,Category,Sub-Category,Revenue,Profit,Units,Orders,Avg_Discount,Margin %,Revenue Share %,Profitability Quadrant
FUR-BO-10000112,"Bush Birmingham Collection Bookcase, Dark Cherry",Furniture,Bookcases,825.174,-117.882,9,1,0.3,-0.14285714285714288,0.0003592084672527232,High Revenue / Low Profit
FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,1064.624,24.196,10,3,0.09999999999999999,0.022727272727272728,0.00046344401937102136,High Revenue / Low Profit
FUR-BO-10000362,Sauder Inglewood Library Bookcases,Furniture,Bookcases,2154.348,311.1836,14,5,0.13,0.14444444444444446,0.0009378143797659277,High Revenue / High Profit
FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,723.842,-133.1092,21,6,0.18333333333333335,-0.18389261744966443,0.0003150973920084075,High Revenue / Low Profit
FUR-BO-10000711,"Hon Metal Bookcases, Gray",Furniture,Bookcases,851.76,229.9752,12,2,0.0,0.27,0.0003707816824902136,High Revenue / High Profit
FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases,2946.3668,-767.7436,22,5,0.332,-0.2605729877216917,0.0012825899776196424,High Revenue / Low Profit
FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,2970.059,-78.637,28,10,0.11000000000000001,-0.026476578411405292,0.001292903485858929,High Revenue / Low Profit
FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,1119.195,147.0942,22,5,0.16999999999999998,0.13142857142857145,0.0004871994518815565,High Revenue / High Profit
FUR-BO-10001567,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Furniture,Bookcases,90.882,-190.8522,3,1,0.7,-2.1,3.956206075429181e-05,Low Revenue / Low Profit
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases,935.1972,-125.74080000000001,10,3,0.26333333333333336,-0.13445378151260506,0.00040710292955308626,High Revenue / Low Profit
FUR-BO-10001608,"Hon Metal Bookcases, Black",Furniture,Bookcases,1570.0775999999998,-26.972399999999993,30,5,0.244,-0.01717902350813743,0.0006834742347236269,High Revenue / Low Profit
FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,Bookcases,424.90000000000003,27.193599999999996,6,2,0.1,0.06399999999999999,0.00018496423510154476,High Revenue / Low Profit
FUR-BO-10001798,Bush Somerset Collection Bookcase,Furniture,Bookcases,1263.9569999999999,-56.3214,12,4,0.21250000000000002,-0.04455958549222798,0.0005502161442839331,High Revenue / Low Profit
FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,5492.885,15.049,26,8,0.31625,0.00273972602739726,0.0023911209049794035,High Revenue / Low Profit
FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,1014.174,-418.548,10,3,0.2833333333333333,-0.41269841269841273,0.0004414825092254037,High Revenue / Low Profit
FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,2740.197,-975.0988,37,7,0.4214285714285714,-0.355849889624724,0.0011928417089492765,High Revenue / Low Profit
FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Furniture,Bookcases,400.0268,-113.2606,3,2,0.51,-0.28313253012048195,0.00017413662292802687,High Revenue / Low Profit
FUR-BO-10002206,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",Furniture,Bookcases,119.833,-12.6882,1,1,0.15,-0.10588235294117647,5.216478979741918e-05,Low Revenue / Low Profit
FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,11046.609,90.17640000000002,27,6,0.18333333333333335,0.00816326530612245,0.004808725780538574,High Revenue / High Profit
FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,1875.034,-70.49,15,4,0.125,-0.03759398496240601,0.0008162255344772649,High Revenue / Low Profit
FUR-BO-10002268,Sauder Barrister Bookcases,Furniture,Bookcases,754.7336,-294.7672,16,3,0.4066666666666667,-0.3905579399141631,0.000328544888278266,High Revenue / Low Profit
FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,7539.7122,780.3302,35,8,0.18375,0.10349601938386985,0.0032821301481731823,High Revenue / High Profit
FUR-BO-10002598,"Hon Metal Bookcases, Putty",Furniture,Bookcases,1320.228,362.70779999999996,19,5,0.04,0.27473118279569886,0.000574711607859831,High Revenue / High Profit
FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,5184.081,-126.44099999999996,27,6,0.26666666666666666,-0.024390243902439015,0.0022566946972686543,High Revenue / Low Profit
FUR-BO-10002824,Bush Mission Pointe Library,Furniture,Bookcases,748.8608,24.156800000000004,6,3,0.17333333333333334,0.03225806451612904,0.00032598838566611177,High Revenue / Low Profit
FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,540.804,-12.290999999999997,9,4,0.175,-0.02272727272727272,0.00023541868251319322,High Revenue / Low Profit
FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases,2487.759,410.352,15,4,0.0375,0.16494845360824742,0.001082952319491607,High Revenue / High Profit
FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,1912.308,-68.1096,18,5,0.2,-0.03561643835616438,0.0008324513685539299,High Revenue / Low Profit
FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,1909.8178,-78.18639999999999,19,7,0.1457142857142857,-0.04093919325707405,0.0008313673536368909,High Revenue / Low Profit
FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,3420.7704,-755.7516,21,6,0.24,-0.22093023255813957,0.0014891037432195934,High Revenue / Low Profit
FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Furniture,Bookcases,3447.84,206.87040000000002,8,2,0.0,0.060000000000000005,0.00150088747552956,High Revenue / High Profit
FUR-BO-10003433,Sauder Cornerstone Collection Library,Furniture,Bookcases,322.192,-81.16760000000001,14,3,0.2333333333333333,-0.2519230769230769,0.00014025417000667663,High Revenue / Low Profit
FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,1473.2982000000002,73.71539999999999,18,6,0.19499999999999998,0.05003427004797805,0.0006413449626723528,High Revenue / High Profit
FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Furniture,Bookcases,649.376,-97.4064,14,3,0.2333333333333333,-0.15000000000000002,0.00028268141947117135,High Revenue / Low Profit
FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,Furniture,Bookcases,1474.308,-191.86200000000002,22,4,0.25,-0.13013698630136988,0.0006417845411251783,High Revenue / Low Profit
FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,729.2339999999999,48.6156,4,3,0.2333333333333333,0.06666666666666668,0.0003174445964227815,High Revenue / High Profit
FUR-BO-10003893,Sauder Camden County Collection Library,Furniture,Bookcases,1368.2620000000002,-103.482,16,2,0.235,-0.07563025210084033,0.0005956214032678509,High Revenue / Low Profit
FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,Bookcases,802.074,106.47,14,3,0.19999999999999998,0.13274336283185842,0.0003491527510116178,High Revenue / High Profit
FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,1646.9180000000001,-285.9484,12,4,0.2475,-0.17362637362637362,0.0007169238130029792,High Revenue / Low Profit
FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,1427.683,-8.549,10,4,0.15,-0.005988023952095808,0.0006214881008766267,High Revenue / Low Profit
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,3317.7235,135.58870000000002,34,9,0.16666666666666666,0.04086799276672695,0.0014442461507552834,High Revenue / High Profit
FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases,3626.0056,-208.6504,34,8,0.23375,-0.05754276827371695,0.0015784451689289662,High Revenue / Low Profit
FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture,Bookcases,2904.161,-170.83299999999997,17,4,0.2,-0.05882352941176469,0.001264217269891121,High Revenue / Low Profit
FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,Furniture,Bookcases,489.37919999999997,-70.8312,4,2,0.16,-0.14473684210526316,0.00021303282984844876,High Revenue / Low Profit
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,858.858,-9.93719999999999,17,6,0.245,-0.011570247933884286,0.00037387152984429866,High Revenue / Low Profit
FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases,1897.8102,-612.9386999999999,31,8,0.315,-0.32297154899894626,0.0008261402965660382,High Revenue / Low Profit
FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Furniture,Bookcases,1072.344,-78.36359999999999,9,2,0.15,-0.07307692307692307,0.00046680463103255095,High Revenue / Low Profit
FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,4886.46,566.4674,31,7,0.15,0.11592592592592592,0.0021271365880308176,High Revenue / High Profit
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,1426.8878,-20.293,32,9,0.23000000000000004,-0.014221861032100772,0.0006211419404629935,High Revenue / Low Profit
FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Bookcases,15610.9656,-669.5448000000001,24,5,0.23399999999999999,-0.042889390519187366,0.006795646767240591,High Revenue / Low Profit
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Furniture,Chairs,6584.64,814.416,36,6,0.13333333333333333,0.12368421052631579,0.0028663753848412227,High Revenue / High Profit
FUR-CH-10000155,Global Comet Stacking Armless Chair,Furniture,Chairs,3528.79,514.366,14,6,0.16666666666666666,0.14576271186440679,0.0015361260136125677,High Revenue / High Profit
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Furniture,Chairs,1757.266,-166.00900000000001,25,7,0.17142857142857146,-0.09447004608294932,0.0007649596647680657,High Revenue / Low Profit
FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Furniture,Chairs,2032.35,-460.666,10,4,0.25,-0.22666666666666668,0.0008847071386411495,High Revenue / Low Profit
FUR-CH-10000309,Global Comet Stacking Arm Chair,Furniture,Chairs,6084.144,697.1415,17,5,0.16,0.11458333333333331,0.0026485032742001717,High Revenue / High Profit
FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,2647.809,49.13459999999999,34,9,0.14444444444444446,0.01855670103092783,0.0011526240677335517,High Revenue / High Profit
FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,10637.528,1927.442,51,12,0.14166666666666666,0.1811926605504587,0.004630647752156426,High Revenue / High Profit
FUR-CH-10000513,High-Back Leather Manager's Chair,Furniture,Chairs,4770.633,-197.5848,42,9,0.16666666666666666,-0.04141689373297003,0.002076715659673306,High Revenue / Low Profit
FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs,685.588,115.7354,23,5,0.12,0.16881188118811882,0.00029844495178818037,High Revenue / High Profit
FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,5697.76,870.16,27,8,0.125,0.1527196652719665,0.002480305531165398,High Revenue / High Profit
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,3955.676,573.7239999999999,32,9,0.15555555555555556,0.1450381679389313,0.0017219547791234126,High Revenue / High Profit
FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,2207.956,231.6544,13,2,0.1,0.10491803278688525,0.0009611506064435546,High Revenue / High Profit
FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,6008.536,785.4532,39,11,0.13636363636363635,0.13072289156626507,0.0026155901749119683,High Revenue / High Profit
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,4626.582,750.7284000000001,18,6,0.11666666666666665,0.16226415094339622,0.002014008474381208,High Revenue / High Profit
FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Furniture,Chairs,2913.9139999999998,-445.391,25,8,0.2,-0.1528497409326425,0.001268462871644346,High Revenue / Low Profit
FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,5294.456,833.5952,44,10,0.16,0.1574468085106383,0.0023047423024683085,High Revenue / High Profit
FUR-CH-10001146,"Global Task Chair, Black",Furniture,Chairs,463.099,-80.4062,12,5,0.24,-0.17362637362637362,0.00020159273314024538,High Revenue / Low Profit
FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,1978.925,197.89249999999998,39,10,0.16,0.09999999999999999,0.0008614505741311472,High Revenue / High Profit
FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,Furniture,Chairs,1087.92,-149.589,10,3,0.20000000000000004,-0.13749999999999998,0.00047358505684083916,High Revenue / Low Profit
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,12975.382,951.8620000000001,32,9,0.2,0.07335907335907337,0.005648344567616737,High Revenue / High Profit
FUR-CH-10001270,Harbour Creations Steel Folding Chair,Furniture,Chairs,2389.125,336.375,34,8,0.1625,0.1407942238267148,0.0010400157170792612,High Revenue / High Profit
FUR-CH-10001394,Global Leather Executive Chair,Furniture,Chairs,5861.532999999999,701.98,21,7,0.18571428571428572,0.11976047904191618,0.0025515979474404864,High Revenue / High Profit
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,2200.464,-130.98,20,7,0.14285714285714285,-0.05952380952380952,0.0009578892460072618,High Revenue / Low Profit
FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,1686.904,-36.473600000000005,18,6,0.15,-0.021621621621621623,0.0007343302142850935,High Revenue / Low Profit
FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,Chairs,3989.734,425.75960000000003,32,7,0.15714285714285717,0.10671378091872792,0.0017367806485493681,High Revenue / High Profit
FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",Furniture,Chairs,1689.968,-114.6764,13,5,0.18,-0.06785714285714285,0.000735664011452312,High Revenue / Low Profit
FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",Furniture,Chairs,881.192,170.8512,26,4,0.15,0.19388646288209607,0.00038359379679359947,High Revenue / High Profit
FUR-CH-10001802,Hon Every-Day Chair Series Swivel Task Chairs,Furniture,Chairs,967.84,12.097999999999999,10,3,0.19999999999999998,0.012499999999999999,0.0004213127448827467,High Revenue / Low Profit
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,8774.5,1305.6456,28,8,0.1,0.14880000000000002,0.0038196485782501866,High Revenue / High Profit
FUR-CH-10001891,Global Deluxe Office Fabric Chairs,Furniture,Chairs,1420.504,229.3922,17,6,0.11666666666666668,0.1614864864864865,0.000618362993218839,High Revenue / High Profit
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,1775.68,-228.61880000000002,21,7,0.21428571428571427,-0.12875,0.0007729755071431184,High Revenue / Low Profit
FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,Chairs,245.088,14.9184,12,5,0.2,0.06086956521739131,0.0001066898433809541,Low Revenue / Low Profit
FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,21870.576,5.684341886080802e-14,39,8,0.2,2.599081929109138e-18,0.00952053273963333,High Revenue / Low Profit
FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Furniture,Chairs,694.194,-158.48579999999998,7,2,0.25,-0.2283018867924528,0.0003021912502284814,High Revenue / Low Profit
FUR-CH-10002073,Hon Olson Stacker Chairs,Furniture,Chairs,5427.99,1292.1264,22,4,0.07500000000000001,0.2380487804878049,0.0023628713073401597,High Revenue / High Profit
FUR-CH-10002084,Hon Mobius Operator's Chair,Furniture,Chairs,2705.7799999999997,499.3394,23,5,0.04,0.18454545454545457,0.0011778595623748122,High Revenue / High Profit
